"opportunity_id","deal_stage","engage_date","close_date","close_month","sales_agent","manager","regional_office","product","series","sales_price","account","sector","office_location","account_revenue_m","employees","is_closed","is_won","close_value","sales_cycle_days","discount_pct","account_known","account_enriched"
"UP409DSB","Engaging",2016-11-10,,,"Maureen Marcano","Summer Sewald","West","MG Advanced","MG",3393,"Ganjaflex","retail","Japan",5158.71,17479,FALSE,0,,,,1,1
"JSD4APT2","Won",2016-11-10,2017-03-12,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Bioholding","medical","Philipines",587.34,1356,TRUE,1,61,122,-0.109090909090909,1,1
"AO9Z2D17","Lost",2016-11-10,2017-03-11,"2017-03","Violet Mclelland","Cara Losch","East","GTX Plus Pro","GTX",5482,"Xx-zobam","entertainment","United States",3838.39,8274,TRUE,0,0,121,,1,1
"5M58DTJK","Won",2016-11-11,2017-03-05,"2017-03","Elease Gluck","Celia Rouche","West","MG Special","MG",55,"Cheers","entertainment","United States",4269.9,6472,TRUE,1,58,114,-0.0545454545454545,1,1
"KNY1OSAB","Won",2016-11-11,2017-03-14,"2017-03","Maureen Marcano","Summer Sewald","West","GTX Pro","GTX",4821,"Labdrill","medical","United States",2741.37,9226,TRUE,1,4899,123,-0.0161792159303049,1,1
"EAZDUUM9","Lost",2016-11-11,2017-03-01,"2017-03","Rosie Papadopoulos","Cara Losch","East","MG Advanced","MG",3393,"Zotware","software","United States",4478.47,13809,TRUE,0,0,110,,1,1
"2STUSOFE","Won",2016-11-11,2017-03-03,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"dambase","marketing","United States",2173.98,2928,TRUE,1,67,112,-0.218181818181818,1,1
"JYKM0B00","Won",2016-11-12,2017-03-06,"2017-03","James Ascencio","Summer Sewald","West","GTX Pro","GTX",4821,"Xx-holding","finance","United States",7537.24,20293,TRUE,1,4338,114,0.100186683260734,1,1
"KU28360J","Won",2016-11-12,2017-03-19,"2017-03","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Fasehatice","retail","United States",4968.91,7523,TRUE,1,578,127,-0.050909090909091,1,1
"N4SD17JR","Won",2016-11-12,2017-03-01,"2017-03","Reed Clapper","Rocco Neubert","East","GTX Basic","GTX",550,"Acme Corporation","technology","United States",1100.04,2822,TRUE,1,556,109,-0.010909090909091,1,1
"E67P9Y3Q","Won",2016-11-12,2017-03-03,"2017-03","Rosalina Dieter","Celia Rouche","West","GTX Basic","GTX",550,"Green-Plus","services","United States",692.19,1922,TRUE,1,635,111,-0.154545454545455,1,1
"AT3MMVIS","Won",2016-11-12,2017-03-07,"2017-03","Wilburn Farren","Cara Losch","East","MG Advanced","MG",3393,"The New York Inquirer","medical","United States",439.21,792,TRUE,1,3045,115,0.102564102564103,1,1
"REJ11LRY","Won",2016-11-13,2017-03-14,"2017-03","Garret Kinder","Cara Losch","East","GTX Plus Basic","GTX",1096,"Mathtouch","marketing","Jordan",3027.46,9516,TRUE,1,1233,121,-0.125,1,1
"ERV0CAZ7","Won",2016-11-13,2017-03-09,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Zumgoity","medical","United States",441.08,1210,TRUE,1,60,116,-0.0909090909090908,1,1
"8SOQADK7","Lost",2016-11-14,2017-03-30,"2017-03","Anna Snelling","Dustin Brinkmann","Central","MG Special","MG",55,"Gogozoom","telecommunications","United States",86.68,187,TRUE,0,0,136,,1,1
"TCHFT25B","Lost",2016-11-14,2017-03-08,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Basic","GTX",550,"Stanredtax","finance","United States",1698.2,3798,TRUE,0,0,114,,1,1
"CZVN09WN","Won",2016-11-14,2017-03-20,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Konmatfix","marketing","United States",375.43,1190,TRUE,1,1170,126,-0.0675182481751824,1,1
"EG7OFLFR","Engaging",2016-11-14,,,"Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"30UQWUKB","Won",2016-11-15,2017-03-20,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Genco Pura Olive Oil Company","retail","Italy",894.33,1635,TRUE,1,1162,125,-0.0602189781021898,1,1
"OLVI7L8M","Engaging",2016-11-16,,,"Cassey Cress","Rocco Neubert","East","GTX Pro","GTX",4821,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"97UN20YY","Won",2016-11-16,2017-03-14,"2017-03","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","MG",3393,"Conecom","technology","United States",1520.66,1806,TRUE,1,3725,118,-0.097848511641615,1,1
"JXLERZ9O","Won",2016-11-16,2017-03-31,"2017-03","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Golddex","finance","United States",52.5,165,TRUE,1,559,135,-0.0163636363636364,1,1
"6ROE69W5","Lost",2016-11-16,2017-03-11,"2017-03","Rosalina Dieter","Celia Rouche","West","GTX Basic","GTX",550,"Plexzap","retail","United States",2437.85,4874,TRUE,0,0,115,,1,1
"0DFXFKT7","Lost",2016-11-17,2017-03-21,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Rundofase","technology","United States",1008.06,1238,TRUE,0,0,124,,1,1
"XKMZVSN4","Won",2016-11-17,2017-03-05,"2017-03","James Ascencio","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Sonron","telecommunications","United States",1699.85,5108,TRUE,1,4667,108,0.148668369208318,1,1
"IU8V0BZK","Won",2016-11-17,2017-03-17,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Finhigh","finance","United States",1102.43,1759,TRUE,1,903,120,0.176094890510949,1,1
"XY42936P","Won",2016-11-17,2017-03-13,"2017-03","Maureen Marcano","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Finjob","employment","United States",2059.9,3644,TRUE,1,1180,116,-0.0766423357664234,1,1
"XRN54MBM","Won",2016-11-17,2017-03-05,"2017-03","Niesha Huffines","Melvin Marxen","Central","GTX Basic","GTX",550,"Ron-tech","medical","United States",3922.42,6837,TRUE,1,487,108,0.114545454545455,1,1
"2V848WZD","Won",2016-11-18,2017-03-04,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Stanredtax","finance","United States",1698.2,3798,TRUE,1,3180,106,0.0627763041556145,1,1
"ONYNTUCG","Lost",2016-11-19,2017-03-17,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Funholding","finance","United States",2819.5,7227,TRUE,0,0,118,,1,1
"HIOHX80Y","Won",2016-11-19,2017-03-18,"2017-03","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","MG",3393,"Gogozoom","telecommunications","United States",86.68,187,TRUE,1,3563,119,-0.0501031535514294,1,1
"F5U1ACDD","Engaging",2016-11-19,,,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"LPKT07PV","Won",2016-11-20,2017-03-23,"2017-03","Boris Faz","Rocco Neubert","East","GTX Pro","GTX",4821,"Opentech","finance","United States",355.23,853,TRUE,1,4704,123,0.0242688238954574,1,1
"WPB2SLIG","Won",2016-11-20,2017-03-14,"2017-03","Donn Cantrell","Rocco Neubert","East","GTX Plus Pro","GTX",5482,"Silis","medical","United States",2818.38,6290,TRUE,1,5585,114,-0.0187887632251003,1,1
"XUSUEAV7","Won",2016-11-20,2017-03-09,"2017-03","Elease Gluck","Celia Rouche","West","GTK 500","GTK",26768,"Zoomit","entertainment","United States",324.19,978,TRUE,1,25897,109,0.032538852361028,1,1
"ZZY4516R","Engaging",2016-11-20,,,"Hayden Neloms","Celia Rouche","West","MG Advanced","MG",3393,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"3TYPII47","Won",2016-11-20,2017-03-03,"2017-03","Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Goodsilron","marketing","United States",2952.73,5107,TRUE,1,1207,103,-0.101277372262774,1,1
"7WAX8Z8O","Lost",2016-11-20,2017-03-08,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Cancity","retail","United States",718.62,2448,TRUE,0,0,108,,1,1
"MYDUMR3R","Won",2016-11-20,2017-03-04,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","GTX Basic","GTX",550,"Rangreen","technology","Panama",2938.67,8775,TRUE,1,559,104,-0.0163636363636364,1,1
"0DRC1U9Q","Engaging",2016-11-20,,,"Maureen Marcano","Summer Sewald","West","GTX Basic","GTX",550,"Green-Plus","services","United States",692.19,1922,FALSE,0,,,,1,1
"37JFKD4I","Won",2016-11-20,2017-03-09,"2017-03","Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"dambase","marketing","United States",2173.98,2928,TRUE,1,1033,109,0.0574817518248175,1,1
"25YKPHX8","Won",2016-11-21,2017-03-21,"2017-03","Donn Cantrell","Rocco Neubert","East","GTX Basic","GTX",550,"Kan-code","software","United States",11698.03,34288,TRUE,1,462,120,0.16,1,1
"BXXMA7F3","Lost",2016-11-21,2017-03-01,"2017-03","Hayden Neloms","Celia Rouche","West","MG Advanced","MG",3393,"Nam-zim","services","Brazil",405.59,1179,TRUE,0,0,100,,1,1
"GIUUTBXM","Won",2016-11-21,2017-03-14,"2017-03","Kary Hendrixson","Summer Sewald","West","GTX Pro","GTX",4821,"Y-corporation","employment","United States",2871.35,9561,TRUE,1,5539,113,-0.148931756896909,1,1
"MFX2LR1Q","Won",2016-11-21,2017-03-15,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Ron-tech","medical","United States",3922.42,6837,TRUE,1,3573,114,-0.0530503978779842,1,1
"DUHE9FLY","Won",2016-11-21,2017-03-01,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Pro","GTX",4821,"Conecom","technology","United States",1520.66,1806,TRUE,1,4926,100,-0.0217797137523335,1,1
"96BSG7R1","Lost",2016-11-21,2017-03-17,"2017-03","Zane Levy","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Sunnamplex","marketing","Poland",894.37,1593,TRUE,0,0,116,,1,1
"7FQMSWIX","Won",2016-11-22,2017-03-04,"2017-03","Corliss Cosme","Cara Losch","East","MG Special","MG",55,"Bioplex","medical","United States",326.82,1016,TRUE,1,62,102,-0.127272727272727,1,1
"C20AVXN7","Won",2016-11-22,2017-03-14,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Gogozoom","telecommunications","United States",86.68,187,TRUE,1,4359,112,0.0958307405102676,1,1
"GS1QVWCR","Won",2016-11-22,2017-03-31,"2017-03","Kami Bicknell","Summer Sewald","West","GTX Basic","GTX",550,"Plusstrip","entertainment","United States",349.81,315,TRUE,1,566,129,-0.0290909090909091,1,1
"ZWH8FXY3","Won",2016-11-22,2017-03-03,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Basic","GTX",550,"Toughzap","retail","United States",332.43,799,TRUE,1,508,101,0.0763636363636364,1,1
"2U94Y3Q9","Lost",2016-11-22,2017-03-20,"2017-03","Rosie Papadopoulos","Cara Losch","East","MG Advanced","MG",3393,"Vehement Capital Partners","finance","United States",646.1,883,TRUE,0,0,118,,1,1
"AAR79NOO","Won",2016-11-22,2017-03-11,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Codehow","software","United States",2714.9,2641,TRUE,1,51,109,0.0727272727272728,1,1
"B6B0PNR2","Won",2016-11-22,2017-03-05,"2017-03","Vicki Laflamme","Celia Rouche","West","GTX Pro","GTX",4821,"Dalttechnology","software","United States",98.79,96,TRUE,1,4899,103,-0.0161792159303049,1,1
"M7I5O9YU","Engaging",2016-11-23,,,"Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Cheers","entertainment","United States",4269.9,6472,FALSE,0,,,,1,1
"LXZA2OSZ","Won",2016-11-23,2017-03-03,"2017-03","Corliss Cosme","Cara Losch","East","GTX Plus Pro","GTX",5482,"Ontomedia","employment","United States",882.12,2769,TRUE,1,5790,100,-0.0561838744983583,1,1
"N0ONCYVZ","Lost",2016-11-23,2017-03-30,"2017-03","Donn Cantrell","Rocco Neubert","East","MG Special","MG",55,"Kinnamplus","retail","United States",702.72,1831,TRUE,0,0,127,,1,1
"GYB4W2AU","Engaging",2016-11-23,,,"Elease Gluck","Celia Rouche","West","MG Advanced","MG",3393,"Unknown","Unknown","Unknown",,,FALSE,0,,,,0,0
"513DPFX5","Won",2016-11-23,2017-03-03,"2017-03","Gladys Colclough","Melvin Marxen","Central","GTX Pro","GTX",4821,"Codehow","software","United States",2714.9,2641,TRUE,1,4438,100,0.0794440987347024,1,1
"RU023K5W","Won",2016-11-23,2017-03-17,"2017-03","Gladys Colclough","Melvin Marxen","Central","MG Advanced","MG",3393,"Finhigh","finance","United States",1102.43,1759,TRUE,1,2972,114,0.124078986147952,1,1
"VDIU10RV","Engaging",2016-11-23,,,"Markita Hansen","Celia Rouche","West","MG Special","MG",55,"Lexiqvolax","medical","United States",1618.89,3889,FALSE,0,,,,1,1
"BZCBQ514","Won",2016-11-23,2017-03-01,"2017-03","Markita Hansen","Celia Rouche","West","GTX Basic","GTX",550,"Y-corporation","employment","United States",2871.35,9561,TRUE,1,523,98,0.0490909090909091,1,1
"HEE6P0QH","Won",2016-11-24,2017-03-25,"2017-03","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Statholdings","employment","United States",291.27,586,TRUE,1,3647,121,-0.0748600058944886,1,1
"L8CHRJ2B","Won",2016-11-24,2017-03-01,"2017-03","Cassey Cress","Rocco Neubert","East","MG Advanced","MG",3393,"Umbrella Corporation","finance","United States",2022.14,5113,TRUE,1,4200,97,-0.237842617152962,1,1
"579LZ3F9","Engaging",2016-11-24,,,"Daniell Hammack","Rocco Neubert","East","GTX Plus Basic","GTX",1096,"J-Texon","retail","United States",1388.67,3583,FALSE,0,,,,1,1
"SU8JNMP4","Engaging",2016-11-24,,,"Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Bubba Gump","software","United States",987.39,2253,FALSE,0,,,,1,1
"V2X2KMUR","Won",2016-11-24,2017-03-28,"2017-03","Kami Bicknell","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Faxquote","telecommunications","United States",1825.82,5595,TRUE,1,1059,124,0.0337591240875912,1,1
"AJIPJP75","Lost",2016-11-24,2017-03-05,"2017-03","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Codehow","software","United States",2714.9,2641,TRUE,0,0,101,,1,1
"NYVA2G6U","Won",2016-11-24,2017-03-02,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Dontechi","software","United States",4618,10083,TRUE,1,57,98,-0.0363636363636364,1,1
"FF45BXTL","Won",2016-11-24,2017-03-27,"2017-03","Vicki Laflamme","Celia Rouche","West","MG Advanced","MG",3393,"Konex","technology","United States",7708.38,13756,TRUE,1,3671,123,-0.0819333922782199,1,1
"TTA9LYBS","Won",2016-11-25,2017-03-01,"2017-03","Anna Snelling","Dustin Brinkmann","Central","MG Special","MG",55,"Treequote","telecommunications","United States",5266.09,8595,TRUE,1,58,96,-0.0545454545454545,1,1
"PAGZQH8L","Won",2016-11-25,2017-03-06,"2017-03","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","MG",3393,"Treequote","telecommunications","United States",5266.09,8595,TRUE,1,3956,101,-0.165929855585028,1,1
"J7YF6DS7","Won",2016-11-25,2017-03-01,"2017-03","Corliss Cosme","Cara Losch","East","GTX Plus Pro","GTX",5482,"Betasoloin","medical","United States",251.41,495,TRUE,1,5964,96,-0.0879241152863919,1,1
"S5IXY4Z9","Won",2016-11-25,2017-03-06,"2017-03","Corliss Cosme","Cara Losch","East","GTX Pro","GTX",4821,"Betasoloin","medical","United States",251.41,495,TRUE,1,4570,101,0.0520638871603402,1,1
"JQBJMETQ","Won",2016-11-25,2017-03-27,"2017-03","Darcel Schlecht","Melvin Marxen","Central","MG Special","MG",55,"Domzoom","entertainment","United States",217.87,551,TRUE,1,49,122,0.109090909090909,1,1
"0LVWSWEW","Won",2016-11-25,2017-03-06,"2017-03","Violet Mclelland","Cara Losch","East","MG Special","MG",55,"Donquadtech","technology","United States",1712.68,3194,TRUE,1,65,101,-0.181818181818182,1,1
"K53BC1T9","Lost",2016-11-26,2017-03-27,"2017-03","Anna Snelling","Dustin Brinkmann","Central","MG Special","MG",55,"Domzoom","entertainment","United States",217.87,551,TRUE,0,0,121,,1,1
"D40N5I9Y","Won",2016-11-26,2017-03-08,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","GTX",4821,"Finhigh","finance","United States",1102.43,1759,TRUE,1,4739,102,0.0170089193113462,1,1
"051QTX8Z","Won",2016-11-26,2017-03-21,"2017-03","Niesha Huffines","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Globex Corporation","technology","Norway",1223.72,2497,TRUE,1,1080,115,0.0145985401459854,1,1
"5D2XH04S","Won",2016-11-26,2017-03-12,"2017-03","Reed Clapper","Rocco Neubert","East","MG Special","MG",55,"Plussunin","retail","United States",1419.98,4018,TRUE,1,57,106,-0.0363636363636364,1,1
"V9E582SK","Won",2016-11-27,2017-03-16,"2017-03","Garret Kinder","Cara Losch","East","GTX Basic","GTX",550,"Konex","technology","United States",7708.38,13756,TRUE,1,469,109,0.147272727272727,1,1
"UK0LEZRJ","Won",2016-11-27,2017-03-03,"2017-03","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Condax","medical","United States",4.54,9,TRUE,1,532,96,0.0327272727272727,1,1
"PFFHM7HR","Engaging",2016-11-27,,,"Markita Hansen","Celia Rouche","West","MG Advanced","MG",3393,"Opentech","finance","United States",355.23,853,FALSE,0,,,,1,1
"IT10CFQH","Won",2016-11-27,2017-03-26,"2017-03","Rosalina Dieter","Celia Rouche","West","GTX Basic","GTX",550,"Konex","technology","United States",7708.38,13756,TRUE,1,538,119,0.0218181818181818,1,1
"8VKD2CCH","Won",2016-11-27,2017-03-21,"2017-03","Rosie Papadopoulos","Cara Losch","East","GTX Pro","GTX",4821,"Massive Dynamic","entertainment","United States",665.06,1095,TRUE,1,4829,114,-0.00165940676208254,1,1
"2XQAKBXH","Won",2016-11-27,2017-03-11,"2017-03","Zane Levy","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Doncon","technology","United States",587.72,1501,TRUE,1,5370,104,0.0204304998175848,1,1
"7G7YLGJO","Won",2016-11-27,2017-03-21,"2017-03","Zane Levy","Summer Sewald","West","GTX Plus Pro","GTX",5482,"Hatfan","services","United States",792.46,1299,TRUE,1,6499,114,-0.185516234950748,1,1
"GCA97W27","Won",2016-11-28,2017-03-06,"2017-03","Darcel Schlecht","Melvin Marxen","Central","GTX Plus Basic","GTX",1096,"Genco Pura Olive Oil Company","retail","Italy",894.33,1635,TRUE,1,1161,98,-0.0593065693430657,1,1
"K8FUZHOG","Won",2016-11-28,2017-03-26,"2017-03","Kary Hendrixson","Summer Sewald","West","GTX Basic","GTX",550,"Scotfind","software","United States",6354.87,16780,TRUE,1,576,118,-0.0472727272727274,1,1
"5WJZMULK","Won",2016-11-28,2017-03-19,"2017-03","Maureen Marcano","Summer Sewald","West","GTX Plus Basic","GTX",1096,"Hatfan","services","United States",792.46,1299,TRUE,1,979,111,0.106751824817518,1,1
"ZPYD4T9W","Won",2016-11-28,2017-03-07,"2017-03","Versie Hillebrand","Dustin Brinkmann","Central","MG Special","MG",55,"Stanredtax","finance","United States",1698.2,3798,TRUE,1,43,99,0.218181818181818,1,1
"KE9ZEDS8","Won",2016-11-29,2017-03-07,"2017-03","Gladys Colclough","Melvin Marxen","Central","MG Special","MG",55,"Scottech","marketing","United States",45.39,100,TRUE,1,57,98,-0.0363636363636364,1,1
"7KK0HQ4C","Lost",2016-11-29,2017-03-28,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","MG Special","MG",55,"Ron-tech","medical","United States",3922.42,6837,TRUE,0,0,119,,1,1
"FP7014Z0","Won",2016-11-29,2017-03-12,"2017-03","Lajuana Vencill","Dustin Brinkmann","Central","GTX Plus Basic","GTX",1096,"Funholding","finance","United States",2819.5,7227,TRUE,1,948,103,0.135036496350365,1,1
"N4HFHDMW","Won",2016-11-29,2017-03-10,"2017-03","Wilburn Farren","Cara Losch","East","MG Advanced","MG",3393,"Plussunin","retail","United States",1419.98,4018,TRUE,1,3012,101,0.112290008841733,1,1
"2HFLKREC","Won",2016-11-30,2017-03-15,"2017-03","Cassey Cress","Rocco Neubert","East","MG Advanced","MG",3393,"Zotware","software","United States",4478.47,13809,TRUE,1,3665,105,-0.0801650456822871,1,1
"7JVTTVCO","Won",2016-11-30,2017-03-24,"2017-03","Violet Mclelland","Cara Losch","East","GTX Basic","GTX",550,"Gekko & Co","retail","United States",2520.83,3502,TRUE,1,564,114,-0.0254545454545454,1,1
"3X13866U","Lost",2016-12-01,2017-03-06,"2017-03","Anna Snelling","Dustin Brinkmann","Central","GTX Plus Basic","GTX",1096,"dambase","marketing","United States",2173.98,2928,TRUE,0,0,95,,1,1
"7LE19SYE","Won",2016-12-01,2017-03-22,"2017-03","Cassey Cress","Rocco Neubert","East","MG Advanced","MG",3393,"Initech","telecommunications","United States",6395.05,20275,TRUE,1,3463,111,-0.0206307102858827,1,1
"J5V2M7Y1","Won",2016-12-01,2017-03-26,"2017-03","Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Gekko & Co","retail","United States",2520.83,3502,TRUE,1,513,115,0.0672727272727273,1,1
"41MURAI5","Won",2016-12-01,2017-03-28,"2017-03","Corliss Cosme","Cara Losch","East","GTX Basic","GTX",550,"Konex","technology","United States",7708.38,13756,TRUE,1,590,117,-0.0727272727272728,1,1
