"opportunity_id","deal_stage","sales_agent","manager","regional_office","product","account","sales_price","engage_date","stale_days","record_completeness","priority_score","recommended_action"
"BVRUBA3A","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"5JS1Z5BQ","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"5EUHU5AF","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"F11IGBLD","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"CC70D9SD","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"7MKYTX69","Prospecting","Moses Frase","Dustin Brinkmann","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"K8ITR8PA","Prospecting","Niesha Huffines","Melvin Marxen","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"ZXNPF7PL","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"NKFG3KKP","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","GTX Plus Pro","Unknown",5482,,,40,81,"Complete CRM record"
"LFD1ZGJ8","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"4YJKB8EC","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"DIGG7U6M","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"VMXGBINH","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"N6BT2U29","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"T12MT0HL","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"HZVVOITE","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"P6Z4X54S","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"910NLQ80","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"8IPMP8NT","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"7YOJ4KU7","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"3K70RL7Q","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"DX1M0XF0","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"5MNF16D8","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"PES548QV","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"XGMTNND1","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"6R94B0SG","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"8JL58ECD","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"KO7JWXCT","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"FGSBCJSC","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"65SMA4OZ","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"537X47QY","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"D95K3R9N","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"51HOGHF0","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"PRUFERA6","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"NST2FEF3","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"BBV196A3","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"E4YR0OE6","Prospecting","Darcel Schlecht","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"XARW0KTX","Prospecting","Gladys Colclough","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"0C34Z5UZ","Prospecting","Gladys Colclough","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"OA3RDG12","Prospecting","Gladys Colclough","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"847RHYQE","Prospecting","Gladys Colclough","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"8RQCHZ5O","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"90KRHC6T","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"8NLGRTU5","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"QMRDG7WP","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"F0K8UDEG","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"NUEPXB8Z","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"FBDS7GIZ","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"HFVWQIMF","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"9YLUGU6I","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"SAUIIUTV","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"B5H6M7AP","Prospecting","Marty Freudenburg","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"G4B3UCWQ","Prospecting","Niesha Huffines","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"8O212QCV","Prospecting","Niesha Huffines","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"X2REWR7J","Prospecting","Niesha Huffines","Melvin Marxen","Central","GTX Pro","Unknown",4821,,,40,78,"Complete CRM record"
"FEEOZHT8","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"D382N39B","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"YYUJ1DCF","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"OH0HJ6KK","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"5TGQL49J","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"Y7WAFW9D","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"I8NC3RFB","Prospecting","Anna Snelling","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"SJE81OUR","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"R0MBBXL8","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"NR2EDMKC","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"SU8FTFLS","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"61GDYW9T","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"TFCQZ28G","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"IXW68X6Z","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"F77XD7IZ","Prospecting","Cecily Lampkin","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"X4THRRSJ","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"3PN3YSPK","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"F6AOT0NK","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"YI92HVHO","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"39NJ6UC9","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"1XR36ESV","Prospecting","Darcel Schlecht","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"J5IF7CT6","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"AAQ5H36J","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"37PEZCGO","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"X9NUTLTR","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"L5PS6S68","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"JLZCOLIE","Prospecting","Gladys Colclough","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"CGRMC7OE","Prospecting","Jonathan Berthelot","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"NDJBDONI","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"94ZZLWOH","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"KKUHAY4O","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"4V17GRKW","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"EOJHYLXG","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"4XQ43RJW","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"MJK3UJ1B","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"44JDHBI8","Prospecting","Lajuana Vencill","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"WJ7HDR4Q","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"F1NWH30L","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"7KQAH6UI","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"2NO97U9Z","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"BKI3OLP8","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"KTSP63I0","Prospecting","Marty Freudenburg","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"2872DC79","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"OYRF34VN","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"HP8IWA1E","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"M5ZYQFGR","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"0CECGPEJ","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"D6YEYMJC","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"RLDCYEJU","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"BIN9U8D9","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"8O98HGMW","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"SRYX0U85","Prospecting","Moses Frase","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"PF7M8CG2","Prospecting","Niesha Huffines","Melvin Marxen","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"WNWI8RJU","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"4H6DFFO4","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"IUM2FVA1","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"9MIWFW5J","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"6SLKZ8FI","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"LIB4KUZJ","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"18IUIUK0","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"8I5ONXJX","Prospecting","Versie Hillebrand","Dustin Brinkmann","Central","MG Advanced","Unknown",3393,,,40,75,"Complete CRM record"
"A7SA2L21","Engaging","Elease Gluck","Celia Rouche","West","GTK 500","Unknown",26768,2017-01-30,336,60,73,"Complete CRM record"
"YFB7Y92U","Engaging","Elease Gluck","Celia Rouche","West","GTK 500","Unknown",26768,2017-02-07,328,60,73,"Complete CRM record"
"AKMV6WN5","Engaging","Elease Gluck","Celia Rouche","West","GTK 500","Unknown",26768,2017-04-06,270,60,73,"Complete CRM record"
"GL1YE4PQ","Engaging","Markita Hansen","Celia Rouche","West","GTK 500","Unknown",26768,2017-05-09,237,60,73,"Complete CRM record"
"N3GVE0VP","Engaging","Markita Hansen","Celia Rouche","West","GTK 500","Unknown",26768,2017-05-18,228,60,73,"Complete CRM record"
"9SRD5NCR","Engaging","Rosalina Dieter","Celia Rouche","West","GTK 500","Unknown",26768,2017-07-27,158,60,73,"Complete CRM record"
"DO6VKC2G","Engaging","Marty Freudenburg","Melvin Marxen","Central","GTK 500","Unknown",26768,2017-08-01,153,60,73,"Complete CRM record"
"A04V2WB3","Engaging","Elease Gluck","Celia Rouche","West","GTK 500","Unknown",26768,2017-08-03,151,60,73,"Complete CRM record"
"UAE5ZC7O","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2016-12-05,392,60,72,"Complete CRM record"
"WALNFJ70","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2016-12-08,389,60,72,"Complete CRM record"
"DWUXMAGZ","Engaging","Corliss Cosme","Cara Losch","East","GTX Plus Pro","Unknown",5482,2016-12-17,380,60,72,"Complete CRM record"
"2HT2R2GY","Engaging","Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2016-12-29,368,60,72,"Complete CRM record"
"QM6VR1H5","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-01-04,362,60,72,"Complete CRM record"
"M16D8PYH","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-01-05,361,60,72,"Complete CRM record"
"T7T1YIM7","Engaging","Boris Faz","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-01-06,360,60,72,"Complete CRM record"
"Y6UBZM6P","Engaging","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-01-09,357,60,72,"Complete CRM record"
"RIW4VWBW","Engaging","Hayden Neloms","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-01-10,356,60,72,"Complete CRM record"
"8LW65NDL","Engaging","Violet Mclelland","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-01-10,356,60,72,"Complete CRM record"
"DZ57QIQN","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-01-18,348,60,72,"Complete CRM record"
"HZIU2NOT","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-04,331,60,72,"Complete CRM record"
"L2S4T3VA","Engaging","Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-02-08,327,60,72,"Complete CRM record"
"5BXUKFPR","Engaging","James Ascencio","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-11,324,60,72,"Complete CRM record"
"W24IDMVV","Engaging","Corliss Cosme","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-02-15,320,60,72,"Complete CRM record"
"JQA8H6M5","Engaging","Kami Bicknell","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-15,320,60,72,"Complete CRM record"
"1GIP77EP","Engaging","Maureen Marcano","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-21,314,60,72,"Complete CRM record"
"R5RSH4JV","Engaging","Boris Faz","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-02-25,310,60,72,"Complete CRM record"
"X1D1HYMM","Engaging","James Ascencio","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-25,310,60,72,"Complete CRM record"
"DN6SG3US","Engaging","Wilburn Farren","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-02-25,310,60,72,"Complete CRM record"
"JSZZN48S","Engaging","James Ascencio","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-02-28,307,60,72,"Complete CRM record"
"TV300INP","Engaging","Wilburn Farren","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-03-03,304,60,72,"Complete CRM record"
"1B27CZ2M","Engaging","James Ascencio","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-03-10,297,60,72,"Complete CRM record"
"MN6E59H6","Engaging","Markita Hansen","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-03-14,293,60,72,"Complete CRM record"
"RQULJHTU","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-03-16,291,60,72,"Complete CRM record"
"AF7XJNED","Engaging","Rosie Papadopoulos","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-03-16,291,60,72,"Complete CRM record"
"04YGLJ3N","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-03-17,290,60,72,"Complete CRM record"
"1GT10YJD","Engaging","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-03-17,290,60,72,"Complete CRM record"
"M41NS5DN","Engaging","Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-03-24,283,60,72,"Complete CRM record"
"CR6ZLEWC","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-03-24,283,60,72,"Complete CRM record"
"43LFUTVM","Engaging","Zane Levy","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-03-24,283,60,72,"Complete CRM record"
"LIQZNH9U","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-03-31,276,60,72,"Complete CRM record"
"DQ7GS2BN","Engaging","James Ascencio","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-04-02,274,60,72,"Complete CRM record"
"MB7G8DWS","Engaging","Cassey Cress","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-04-03,273,60,72,"Complete CRM record"
"LXZD2PZD","Engaging","Corliss Cosme","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-04-04,272,60,72,"Complete CRM record"
"D62905BC","Engaging","Maureen Marcano","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-04-04,272,60,72,"Complete CRM record"
"LSVGDJ1A","Engaging","Kary Hendrixson","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-04-17,259,60,72,"Complete CRM record"
"Q8BZ3PC9","Engaging","Rosie Papadopoulos","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-04-18,258,60,72,"Complete CRM record"
"RXAQJKSL","Engaging","Corliss Cosme","Cara Losch","East","GTX Plus Pro","Unknown",5482,2017-04-26,250,60,72,"Complete CRM record"
"0KEO3OP7","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-04-27,249,60,72,"Complete CRM record"
"Q2CLAKLM","Engaging","Daniell Hammack","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-04-30,246,60,72,"Complete CRM record"
"OIO2H2MY","Engaging","Boris Faz","Rocco Neubert","East","GTX Plus Pro","Unknown",5482,2017-05-01,245,60,72,"Complete CRM record"
"R1K16RZO","Engaging","Maureen Marcano","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-05-01,245,60,72,"Complete CRM record"
"UYQJ2A1O","Engaging","Vicki Laflamme","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-05-01,245,60,72,"Complete CRM record"
"8WB5HXOB","Engaging","Zane Levy","Summer Sewald","West","GTX Plus Pro","Unknown",5482,2017-05-02,244,60,72,"Complete CRM record"
"86C26QSR","Engaging","Markita Hansen","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-05-03,243,60,72,"Complete CRM record"
"73086D08","Engaging","Markita Hansen","Celia Rouche","West","GTX Plus Pro","Unknown",5482,2017-05-07,239,60,72,"Complete CRM record"
